user_id	tag0	tag1	tag2	tag3	tag4	tag5	tag6	tag7	tag8	tag9	tag10	tag11	tag12	tag13	tag14	tag15	tag16	tag17
1	0.0	0.0	0.009345794392523364	0.018691588785046728	0.028037383177570093	0.0	0.1308411214953271	0.018691588785046728	0.16822429906542055	0.12149532710280374	0.18691588785046728	0.0	0.18691588785046728	0.056074766355140186	0.037383177570093455	0.028037383177570093	0.009345794392523364	0.0
2	0.007633587786259542	0.011450381679389313	0.04580152671755725	0.003816793893129771	0.19083969465648856	0.0	0.0	0.04580152671755725	0.0	0.0916030534351145	0.0	0.003816793893129771	0.2862595419847328	0.08778625954198473	0.061068702290076333	0.10687022900763359	0.04580152671755725	0.011450381679389313
3	0.03	0.06	0.01	0.01	0.19	0.0	0.01	0.0	0.03	0.28	0.03	0.0	0.05	0.04	0.21	0.04	0.0	0.01
4	0.07894736842105263	0.05263157894736842	0.13157894736842105	0.02631578947368421	0.3684210526315789	0.0	0.0	0.02631578947368421	0.0	0.0	0.02631578947368421	0.0	0.10526315789473684	0.02631578947368421	0.05263157894736842	0.10526315789473684	0.0	0.0
5	0.029239766081871343	0.0029239766081871343	0.04093567251461988	0.0	0.0847953216374269	0.017543859649122806	0.008771929824561403	0.06140350877192982	0.011695906432748537	0.1608187134502924	0.017543859649122806	0.008771929824561403	0.2953216374269006	0.08771929824561403	0.02631578947368421	0.10818713450292397	0.014619883040935672	0.023391812865497075
6	0.0	0.04819277108433735	0.006024096385542169	0.012048192771084338	0.060240963855421686	0.0	0.1144578313253012	0.012048192771084338	0.05421686746987952	0.18674698795180722	0.0963855421686747	0.0	0.12650602409638553	0.19879518072289157	0.04216867469879518	0.018072289156626505	0.024096385542168676	0.0
7	0.015384615384615385	0.0	0.07692307692307693	0.0	0.36923076923076925	0.0	0.0	0.03076923076923077	0.0	0.03076923076923077	0.0	0.0	0.09230769230769231	0.046153846153846156	0.09230769230769231	0.2	0.03076923076923077	0.015384615384615385
8	0.0038314176245210726	0.0038314176245210726	0.034482758620689655	0.0	0.11877394636015326	0.0	0.0038314176245210726	0.04980842911877394	0.01532567049808429	0.06513409961685823	0.011494252873563218	0.0	0.4061302681992337	0.1111111111111111	0.02681992337164751	0.10344827586206896	0.03065134099616858	0.01532567049808429
9	0.005319148936170213	0.005319148936170213	0.031914893617021274	0.005319148936170213	0.0851063829787234	0.010638297872340425	0.0	0.0851063829787234	0.047872340425531915	0.13829787234042554	0.026595744680851064	0.005319148936170213	0.2712765957446808	0.09042553191489362	0.026595744680851064	0.13297872340425532	0.026595744680851064	0.005319148936170213
10	0.02261904761904762	0.009523809523809525	0.0761904761904762	0.04404761904761905	0.08928571428571429	0.002380952380952381	0.04404761904761905	0.017857142857142856	0.039285714285714285	0.2154761904761905	0.0761904761904762	0.004761904761904762	0.1357142857142857	0.07857142857142857	0.07857142857142857	0.02976190476190476	0.02619047619047619	0.009523809523809525
11	0.017777777777777778	0.0044444444444444444	0.013333333333333334	0.008888888888888889	0.035555555555555556	0.008888888888888889	0.013333333333333334	0.03111111111111111	0.0044444444444444444	0.3688888888888889	0.02666666666666667	0.0	0.2311111111111111	0.09777777777777778	0.03111111111111111	0.07555555555555556	0.017777777777777778	0.013333333333333334
12	0.023255813953488372	0.0	0.023255813953488372	0.0	0.13953488372093023	0.0	0.023255813953488372	0.13953488372093023	0.0	0.16279069767441862	0.023255813953488372	0.023255813953488372	0.2558139534883721	0.023255813953488372	0.06976744186046512	0.046511627906976744	0.023255813953488372	0.023255813953488372
13	0.010676156583629894	0.010676156583629894	0.1103202846975089	0.046263345195729534	0.2099644128113879	0.0	0.0071174377224199285	0.028469750889679714	0.0071174377224199285	0.06405693950177936	0.042704626334519574	0.0035587188612099642	0.06761565836298933	0.042704626334519574	0.2526690391459075	0.060498220640569395	0.021352313167259787	0.014234875444839857
14	0.09090909090909091	0.0	0.045454545454545456	0.0	0.09090909090909091	0.0	0.0	0.06818181818181818	0.0	0.1590909090909091	0.0	0.0	0.2727272727272727	0.13636363636363635	0.0	0.09090909090909091	0.022727272727272728	0.022727272727272728
15	0.02531645569620253	0.007594936708860759	0.03291139240506329	0.015189873417721518	0.12658227848101267	0.0	0.010126582278481013	0.0810126582278481	0.005063291139240506	0.1569620253164557	0.007594936708860759	0.005063291139240506	0.189873417721519	0.060759493670886074	0.04810126582278481	0.15443037974683543	0.02531645569620253	0.04810126582278481
16	0.02631578947368421	0.02631578947368421	0.06578947368421052	0.0	0.09210526315789473	0.0	0.013157894736842105	0.013157894736842105	0.05263157894736842	0.2894736842105263	0.05263157894736842	0.013157894736842105	0.05263157894736842	0.14473684210526316	0.06578947368421052	0.06578947368421052	0.013157894736842105	0.013157894736842105
17	0.043010752688172046	0.004301075268817204	0.23440860215053763	0.017204301075268817	0.12043010752688173	0.002150537634408602	0.004301075268817204	0.047311827956989246	0.021505376344086023	0.06666666666666667	0.023655913978494623	0.025806451612903226	0.13978494623655913	0.030107526881720432	0.06666666666666667	0.11397849462365592	0.01935483870967742	0.01935483870967742
18	0.009271523178807948	0.011920529801324504	0.052980132450331126	0.0423841059602649	0.16158940397350993	0.0	0.02913907284768212	0.04370860927152318	0.05562913907284768	0.10463576158940398	0.10331125827814569	0.003973509933774834	0.13245033112582782	0.05695364238410596	0.10331125827814569	0.054304635761589407	0.02384105960264901	0.010596026490066225
19	0.10902255639097744	0.0037593984962406013	0.08834586466165413	0.013157894736842105	0.17293233082706766	0.0018796992481203006	0.03195488721804511	0.02819548872180451	0.05639097744360902	0.13533834586466165	0.05639097744360902	0.0018796992481203006	0.06578947368421052	0.03759398496240601	0.07518796992481203	0.09210526315789473	0.013157894736842105	0.016917293233082706
20	0.019230769230769232	0.0	0.1346153846153846	0.0	0.2692307692307692	0.0	0.0	0.09615384615384616	0.0	0.057692307692307696	0.0	0.019230769230769232	0.07692307692307693	0.038461538461538464	0.07692307692307693	0.1346153846153846	0.038461538461538464	0.038461538461538464
21	0.019230769230769232	0.019230769230769232	0.07692307692307693	0.0	0.07692307692307693	0.0	0.038461538461538464	0.019230769230769232	0.2692307692307692	0.1346153846153846	0.15384615384615385	0.019230769230769232	0.019230769230769232	0.0	0.07692307692307693	0.038461538461538464	0.019230769230769232	0.019230769230769232
22	0.0484375	0.00625	0.08125	0.0203125	0.15625	0.0015625	0.009375	0.0375	0.0171875	0.215625	0.0296875	0.003125	0.0828125	0.0453125	0.075	0.134375	0.01875	0.0171875
23	0.041379310344827586	0.002758620689655172	0.14620689655172414	0.037241379310344824	0.1296551724137931	0.006896551724137931	0.006896551724137931	0.07448275862068965	0.01793103448275862	0.12551724137931033	0.030344827586206897	0.012413793103448275	0.09517241379310344	0.037241379310344824	0.06896551724137931	0.13241379310344828	0.013793103448275862	0.020689655172413793
24	0.010380622837370242	0.010380622837370242	0.04152249134948097	0.01730103806228374	0.08996539792387544	0.0034602076124567475	0.02422145328719723	0.04498269896193772	0.01384083044982699	0.2422145328719723	0.01384083044982699	0.0034602076124567475	0.2179930795847751	0.1314878892733564	0.08650519031141868	0.01384083044982699	0.031141868512110725	0.0034602076124567475
25	0.014778325123152709	0.0049261083743842365	0.18226600985221675	0.024630541871921183	0.1921182266009852	0.0049261083743842365	0.0049261083743842365	0.009852216748768473	0.04433497536945813	0.12807881773399016	0.03940886699507389	0.0049261083743842365	0.08374384236453201	0.019704433497536946	0.11330049261083744	0.07389162561576355	0.04926108374384237	0.0049261083743842365
26	0.017310252996005325	0.010652463382157125	0.037283621837549935	0.017310252996005325	0.08388814913448735	0.0	0.018641810918774968	0.015978695073235686	0.015978695073235686	0.2862849533954727	0.041278295605858856	0.0013315579227696406	0.17976031957390146	0.13581890812250333	0.0426098535286285	0.06125166444740346	0.017310252996005325	0.017310252996005325
